t11,t12,t13,t14,t15,t21,t22,t23,t24,t25
狂暴之心,雷霆咆哮,沙漠皇帝,寒冰射手,星界游神,山隐之焰,法外狂徒,卡牌大师,残月之肃,天启者
迷失之牙,法外狂徒,天启者,涤魂圣枪,齐天大圣,雷霆咆哮,虚空掠夺者,暗黑元首,探险家,魔法猫咪
山隐之焰,巨魔之王,沙漠皇帝,残月之肃,魂锁典狱长,荒漠屠夫,盲僧,时间刺客,寒冰射手,天启者
机械公敌,德玛西亚皇子,沙漠皇帝,惩戒之箭,未来守护者,齐天大圣,巨魔之王,诡术妖姬,涤魂圣枪,弗雷尔卓德之心
雷霆咆哮,巨魔之王,英勇投弹手,战争女神,腕豪,荒漠屠夫,狂野女猎手,正义巨像,惩戒之箭,魂锁典狱长
荒漠屠夫,岩雀,海洋之灾,探险家,深海泰坦,雷霆咆哮,狂野女猎手,腕豪,残月之肃,曙光女神
荒漠屠夫,狂野女猎手,刀锋舞者,残月之肃,曙光女神,未来守护者,雷霆咆哮,符文法师,探险家,星界游神
海洋之灾,巨魔之王,天启者,寒冰射手,弗雷尔卓德之心,山隐之焰,时间刺客,腕豪,残月之肃,魂锁典狱长
荒漠屠夫,盲僧,暗黑元首,残月之肃,深海泰坦,海洋之灾,雷霆咆哮,正义巨像,探险家,魔法猫咪
齐天大圣,巨魔之王,正义巨像,战争女神,天启者,海洋之灾,盲僧,暗黑元首,惩戒之箭,魂锁典狱长
战争之影,巨魔之王,暗黑元首,复仇之矛,魂锁典狱长,齐天大圣,雷霆咆哮,时间刺客,探险家,腕豪
迷失之牙,盲僧,卡牌大师,残月之肃,深海泰坦,扭曲树精,虚空遁地兽,虚空行者,探险家,天启者
狂暴之心,德玛西亚皇子,英勇投弹手,残月之肃,魂锁典狱长,山隐之焰,雷霆咆哮,沙漠皇帝,寒冰射手,河流之王
扭曲树精,狂战士,英勇投弹手,残月之肃,仙灵女巫,山隐之焰,雷霆咆哮,沙漠皇帝,赏金猎人,魔法猫咪
山隐之焰,法外狂徒,沙漠皇帝,寒冰射手,魂锁典狱长,暗裔剑魔,腕豪,暗黑元首,残月之肃,天启者
雷霆咆哮,永恒梦魇,卡牌大师,残月之肃,曙光女神,山隐之焰,法外狂徒,解脱者,寒冰射手,深海泰坦
荒漠屠夫,法外狂徒,沙漠皇帝,战争女神,魔法猫咪,铁铠冥魂,永猎双子,冰霜女巫,惩戒之箭,魂锁典狱长
未来守护者,巨魔之王,沙漠皇帝,探险家,曙光女神,雷霆咆哮,盲僧,发条魔灵,残月之肃,深海泰坦
未来守护者,狂野女猎手,暗黑元首,复仇之矛,腕豪,荒漠屠夫,狂战士,发条魔灵,探险家,幻翎
正义天使,雷霆咆哮,发条魔灵,寒冰射手,弗雷尔卓德之心,山隐之焰,巨魔之王,天启者,赏金猎人,幻翎
荒漠屠夫,腕豪,英勇投弹手,惩戒之箭,星界游神,海洋之灾,法外狂徒,正义巨像,战争女神,深海泰坦
圣枪游侠,狂战士,发条魔灵,惩戒之箭,魂锁典狱长,雷霆咆哮,法外狂徒,虚空恐惧,涤魂圣枪,深海泰坦
荒漠屠夫,巨魔之王,诡术妖姬,探险家,星界游神,山隐之焰,腕豪,暮光星灵,虚空之女,魂锁典狱长
齐天大圣,腕豪,死亡颂唱者,惩戒之箭,深海泰坦,海洋之灾,狂野女猎手,卡牌大师,探险家,曙光女神
铁铠冥魂,法外狂徒,暗黑元首,残月之肃,圣锤之毅,山隐之焰,虚空掠夺者,诡术妖姬,复仇之矛,深海泰坦
铁铠冥魂,巨魔之王,正义巨像,探险家,天启者,未来守护者,狂野女猎手,暮光星灵,战争女神,弗雷尔卓德之心
铁铠冥魂,巨魔之王,沙漠皇帝,寒冰射手,魂锁典狱长,离群之刺,雷霆咆哮,解脱者,复仇之矛,腕豪
猩红收割者,狂战士,荒漠屠夫,战争女神,魔法猫咪,海洋之灾,时间刺客,腕豪,惩戒之箭,仙灵女巫
铁铠冥魂,永猎双子,元素女皇,寒冰射手,腕豪,海洋之灾,狂野女猎手,荒漠屠夫,戏命师,不屈之枪
熔岩巨兽,巨魔之王,沙漠皇帝,赏金猎人,魔法猫咪,未来守护者,盲僧,远古恐惧,探险家,天启者
熔岩巨兽,盲僧,暗黑元首,复仇之矛,深海泰坦,齐天大圣,永猎双子,正义巨像,残月之肃,魂锁典狱长
铁铠冥魂,盲僧,暮光星灵,寒冰射手,河流之王,海洋之灾,法外狂徒,发条魔灵,探险家,深海泰坦
齐天大圣,法外狂徒,暮光星灵,探险家,不屈之枪,山隐之焰,盲僧,暗黑元首,残月之肃,正义巨像
雷霆咆哮,盲僧,英勇投弹手,虚空之女,天启者,无双剑姬,法外狂徒,机械公敌,寒冰射手,河流之王
齐天大圣,狂战士,离群之刺,涤魂圣枪,魂锁典狱长,山隐之焰,腕豪,虚空行者,寒冰射手,天启者
荒漠屠夫,狂野女猎手,冰霜女巫,寒冰射手,弗雷尔卓德之心,雷霆咆哮,法外狂徒,解脱者,残月之肃,深海泰坦
刀锋舞者,巨魔之王,正义巨像,复仇之矛,魂锁典狱长,未来守护者,时间刺客,腕豪,寒冰射手,弗雷尔卓德之心
远古恐惧,死亡颂唱者,不屈之枪,惩戒之箭,天启者,齐天大圣,盲僧,虚空行者,战争女神,星界游神
无畏战车,雷霆咆哮,暗黑元首,复仇之矛,瓦洛兰之盾,荒漠屠夫,狂野女猎手,发条魔灵,寒冰射手,河流之王
扭曲树精,狂战士,卡牌大师,复仇之矛,深海泰坦,齐天大圣,巨魔之王,堕落天使,大发明家,天启者
铁铠冥魂,法外狂徒,发条魔灵,复仇之矛,蒸汽机器人,山隐之焰,巨魔之王,虚空行者,寒冰射手,河流之王
无畏战车,虚空遁地兽,魔蛇之拥,残月之肃,深海泰坦,荒漠屠夫,巨魔之王,暮光星灵,圣枪游侠,瓦洛兰之盾
齐天大圣,巨魔之王,发条魔灵,探险家,星界游神,狂暴之心,盲僧,天启者,残月之肃,仙灵女巫
海洋之灾,虚空遁地兽,时间刺客,惩戒之箭,魂锁典狱长,铁铠冥魂,腕豪,暮光星灵,复仇之矛,蒸汽机器人
未来守护者,法外狂徒,诡术妖姬,惩戒之箭,深海泰坦,荒漠屠夫,巨魔之王,暗黑元首,战争女神,曙光女神
武器大师,岩雀,元素女皇,虚空之女,腕豪,雷霆咆哮,狂战士,冰霜女巫,寒冰射手,弗雷尔卓德之心
荒漠屠夫,雷霆咆哮,沙漠皇帝,残月之肃,弗雷尔卓德之心,暗裔剑魔,巨魔之王,发条魔灵,探险家,幻翎
山隐之焰,法外狂徒,时间刺客,探险家,星界游神,荒漠屠夫,盲僧,暗黑元首,惩戒之箭,幻翎
山隐之焰,巨魔之王,发条魔灵,复仇之矛,堕落天使,祖安狂人,雷霆咆哮,沙漠皇帝,残月之肃,深海泰坦
山隐之焰,盲僧,暗黑元首,残月之肃,腕豪,正义天使,法外狂徒,天启者,寒冰射手,深海泰坦
暮光之眼,永猎双子,诡术妖姬,残月之肃,弗雷尔卓德之心,雷霆咆哮,法外狂徒,天启者,探险家,星界游神
无双剑姬,巨魔之王,正义巨像,复仇之矛,魂锁典狱长,暗裔剑魔,时间刺客,腕豪,寒冰射手,星界游神
青钢影,狂野女猎手,腕豪,扭曲树精,涤魂圣枪,齐天大圣,盲僧,卡牌大师,惩戒之箭,魂锁典狱长
天启者,虚空遁地兽,卡牌大师,涤魂圣枪,弗雷尔卓德之心,腕豪,盲僧,解脱者,复仇之矛,星界游神
未来守护者,盲僧,卡牌大师,魔蛇之拥,蒸汽机器人,山隐之焰,狂战士,天启者,残月之肃,魂锁典狱长
暗裔剑魔,死亡颂唱者,暮光星灵,惩戒之箭,天启者,刀锋舞者,法外狂徒,发条魔灵,探险家,星界游神
狂暴之心,巨魔之王,暮光星灵,复仇之矛,深海泰坦,未来守护者,盲僧,卡牌大师,探险家,弗雷尔卓德之心
铁铠冥魂,雷霆咆哮,卡牌大师,残月之肃,魂锁典狱长,熔岩巨兽,巨魔之王,发条魔灵,探险家,幻翎
圣锤之毅,法外狂徒,诡术妖姬,寒冰射手,星界游神,海洋之灾,雷霆咆哮,正义巨像,残月之肃,魂锁典狱长
暗裔剑魔,狂野女猎手,正义巨像,残月之肃,蒸汽机器人,荒漠屠夫,虚空遁地兽,诡术妖姬,探险家,魂锁典狱长
雷霆咆哮,狂野女猎手,暗黑元首,寒冰射手,曙光女神,荒漠屠夫,盲僧,机械公敌,残月之肃,深海泰坦
荒漠屠夫,法外狂徒,卡牌大师,寒冰射手,弗雷尔卓德之心,齐天大圣,永猎双子,正义巨像,复仇之矛,深海泰坦
武器大师,狂战士,发条魔灵,虚空之女,腕豪,齐天大圣,雷霆咆哮,卡牌大师,深渊巨口,魂锁典狱长
雷霆咆哮,虚空掠夺者,冰霜女巫,寒冰射手,魂锁典狱长,山隐之焰,虚空遁地兽,诡术妖姬,残月之肃,曙光女神
正义天使,法外狂徒,卡牌大师,探险家,天启者,山隐之焰,狂野女猎手,远古恐惧,残月之肃,深海泰坦
雷霆咆哮,虚空遁地兽,诡术妖姬,残月之肃,曙光女神,迷失之牙,盲僧,机械公敌,寒冰射手,深海泰坦
荒漠屠夫,雷霆咆哮,暗黑元首,探险家,河流之王,德玛西亚之翼,巨魔之王,诡术妖姬,残月之肃,深海泰坦
狂暴之心,巨魔之王,解脱者,残月之肃,弗雷尔卓德之心,雷霆咆哮,盲僧,暮光星灵,寒冰射手,不屈之枪
未来守护者,盲僧,正义巨像,惩戒之箭,魂锁典狱长,熔岩巨兽,雷霆咆哮,卡牌大师,探险家,蒸汽机器人
雷霆咆哮,狂野女猎手,腕豪,虚空之女,深海泰坦,荒漠屠夫,虚空遁地兽,解脱者,探险家,曙光女神
暗裔剑魔,时间刺客,腕豪,残月之肃,曙光女神,齐天大圣,巨魔之王,暮光星灵,寒冰射手,深海泰坦
荒漠屠夫,翠神,沙漠皇帝,涤魂圣枪,齐天大圣,海兽祭司,巨魔之王,时间刺客,惩戒之箭,河流之王
雷霆咆哮,盲僧,魔蛇之拥,寒冰射手,曙光女神,齐天大圣,法外狂徒,天启者,逆羽,魂锁典狱长
腕豪,巨魔之王,刀锋舞者,沙漠皇帝,涤魂圣枪,荒漠屠夫,狂野女猎手,时间刺客,探险家,仙灵女巫
铁铠冥魂,不屈之枪,卡牌大师,复仇之矛,深海泰坦,山隐之焰,法外狂徒,正义巨像,残月之肃,河流之王
齐天大圣,巨魔之王,暮光星灵,寒冰射手,河流之王,雷霆咆哮,德玛西亚皇子,诡术妖姬,复仇之矛,不屈之枪
山隐之焰,巨魔之王,暮光星灵,寒冰射手,腕豪,荒漠屠夫,盲僧,诡术妖姬,残月之肃,深海泰坦
解脱者,巨魔之王,时间刺客,残月之肃,深海泰坦,狂暴之心,盲僧,暗黑元首,探险家,弗雷尔卓德之心
暗裔剑魔,时间刺客,英勇投弹手,探险家,天启者,青钢影,雷霆咆哮,正义巨像,残月之肃,仙灵女巫
荒漠屠夫,巨魔之王,时间刺客,残月之肃,河流之王,海洋之灾,德玛西亚皇子,沙漠皇帝,复仇之矛,魂锁典狱长
齐天大圣,虚空遁地兽,解脱者,复仇之矛,腕豪,熔岩巨兽,狂野女猎手,不屈之枪,惩戒之箭,曙光女神
荒漠屠夫,盲僧,机械公敌,探险家,深海泰坦,山隐之焰,法外狂徒,万花通灵,残月之肃,牛头酋长
铁铠冥魂,齐天大圣,堕落天使,残月之肃,天启者,腕豪,雷霆咆哮,卡牌大师,探险家,魔法猫咪
齐天大圣,德玛西亚皇子,发条魔灵,探险家,魂锁典狱长,暗裔剑魔,腕豪,沙漠皇帝,残月之肃,天启者
亡灵战神,永恒梦魇,发条魔灵,寒冰射手,腕豪,山隐之焰,盲僧,诡术妖姬,残月之肃,魂锁典狱长
扭曲树精,腕豪,暗黑元首,探险家,幻翎,狂暴之心,法外狂徒,沙漠皇帝,复仇之矛,深海泰坦
海洋之灾,永猎双子,虚空行者,残月之肃,腕豪,荒漠屠夫,德玛西亚皇子,猩红收割者,探险家,星界游神
山隐之焰,盲僧,暗黑元首,残月之肃,仙灵女巫,暗裔剑魔,不屈之枪,时间刺客,探险家,星界游神
荒漠屠夫,法外狂徒,卡牌大师,残月之肃,深海泰坦,圣枪游侠,雷霆咆哮,永恒梦魇,大发明家,魂锁典狱长
海洋之灾,雷霆咆哮,英勇投弹手,赏金猎人,深海泰坦,山隐之焰,盲僧,沙漠皇帝,残月之肃,曙光女神
山隐之焰,盲僧,暗黑元首,寒冰射手,深海泰坦,荒漠屠夫,虚空遁地兽,正义巨像,残月之肃,魂锁典狱长
暗裔剑魔,巨魔之王,诡术妖姬,寒冰射手,星界游神,无双剑姬,法外狂徒,暗黑元首,残月之肃,深海泰坦
雷霆咆哮,酒桶,发条魔灵,战争女神,魔法猫咪,山隐之焰,法外狂徒,暮光星灵,探险家,天启者
齐天大圣,雷霆咆哮,沙漠皇帝,残月之肃,河流之王,青钢影,盲僧,卡牌大师,复仇之矛,曙光女神
无畏战车,盲僧,沙漠皇帝,探险家,幻翎,雷霆咆哮,巨魔之王,发条魔灵,残月之肃,深海泰坦
荒漠屠夫,盲僧,卡牌大师,探险家,深海泰坦,战争之影,齐天大圣,机械先驱,寒冰射手,弗雷尔卓德之心
齐天大圣,狂野女猎手,腕豪,残月之肃,血港鬼影,铁铠冥魂,巨魔之王,圣枪游侠,大发明家,涤魂圣枪
暗裔剑魔,巨魔之王,冰霜女巫,涤魂圣枪,探险家,荒漠屠夫,盲僧,发条魔灵,寒冰射手,星界游神
海洋之灾,腕豪,发条魔灵,残月之肃,河流之王,暗裔剑魔,雷霆咆哮,暗黑元首,寒冰射手,魂锁典狱长
荒漠屠夫,盲僧,暗黑元首,残月之肃,深海泰坦,山隐之焰,虚空遁地兽,诡术妖姬,寒冰射手,弗雷尔卓德之心
齐天大圣,巨魔之王,正义巨像,残月之肃,魂锁典狱长,扭曲树精,盲僧,腕豪,寒冰射手,蒸汽机器人
海洋之灾,盲僧,机械先驱,寒冰射手,腕豪,荒漠屠夫,巨魔之王,爆破鬼才,复仇之矛,魂锁典狱长
山隐之焰,虚空遁地兽,机械先驱,残月之肃,深海泰坦,齐天大圣,狂野女猎手,不屈之枪,虚空之女,牛头酋长
荒漠屠夫,雷霆咆哮,卡牌大师,战争女神,星界游神,武器大师,巨魔之王,发条魔灵,残月之肃,深海泰坦
荒漠屠夫,盲僧,离群之刺,惩戒之箭,河流之王,迷失之牙,法外狂徒,机械公敌,寒冰射手,深海泰坦
腕豪,法外狂徒,诡术妖姬,惩戒之箭,河流之王,齐天大圣,永恒梦魇,虚空行者,复仇之矛,弗雷尔卓德之心
铁铠冥魂,盲僧,正义巨像,探险家,魔法猫咪,齐天大圣,法外狂徒,腕豪,虚空之女,深海泰坦
荒漠屠夫,狂战士,正义巨像,寒冰射手,腕豪,铁铠冥魂,影流之镰,沙漠皇帝,赏金猎人,深海泰坦
山隐之焰,盲僧,发条魔灵,惩戒之箭,曙光女神,解脱者,狂野女猎手,荒漠屠夫,虚空之女,深海泰坦
铁铠冥魂,巨魔之王,暮光星灵,残月之肃,腕豪,青钢影,盲僧,暗黑元首,涤魂圣枪,河流之王
雷霆咆哮,狂野女猎手,正义巨像,复仇之矛,腕豪,齐天大圣,巨魔之王,猩红收割者,残月之肃,魂锁典狱长
青钢影,盲僧,英勇投弹手,探险家,腕豪,暗裔剑魔,巨魔之王,暮光星灵,惩戒之箭,正义巨像
暗裔剑魔,盲僧,时光守护者,寒冰射手,魂锁典狱长,狂暴之心,雷霆咆哮,沙漠皇帝,复仇之矛,深海泰坦
诺克萨斯之手,盲僧,机械公敌,残月之肃,深海泰坦,铁铠冥魂,法外狂徒,正义巨像,寒冰射手,牛头酋长
荒漠屠夫,盲僧,暗黑元首,探险家,魔法猫咪,齐天大圣,法外狂徒,远古恐惧,战争女神,天启者
青钢影,不屈之枪,诡术妖姬,寒冰射手,魂锁典狱长,山隐之焰,酒桶,暮光星灵,残月之肃,天启者
荒漠屠夫,法外狂徒,铸星龙王,寒冰射手,魂锁典狱长,雷霆咆哮,盲僧,暗黑元首,残月之肃,曙光女神
迷失之牙,巨魔之王,卡牌大师,寒冰射手,星界游神,腕豪,德玛西亚皇子,暮光星灵,探险家,魂锁典狱长
齐天大圣,蜘蛛女皇,刀锋舞者,暴走萝莉,魂锁典狱长,暗裔剑魔,法外狂徒,雪原双子,寒冰射手,河流之王
腕豪,巨魔之王,正义巨像,虚空之女,深海泰坦,山隐之焰,盲僧,暮光星灵,探险家,星界游神
山隐之焰,龙血武姬,未来守护者,探险家,深海泰坦,雷霆咆哮,狂战士,天启者,残月之肃,仙灵女巫
荒漠屠夫,蜘蛛女皇,元素女皇,惩戒之箭,魂锁典狱长,猩红收割者,岩雀,青钢影,逆羽,深海泰坦
迷失之牙,圣锤之毅,暮光星灵,探险家,河流之王,暗裔剑魔,狂野女猎手,发条魔灵,寒冰射手,荆棘之兴
迷失之牙,盲僧,虚空行者,残月之肃,深海泰坦,青钢影,雷霆咆哮,离群之刺,探险家,曙光女神
山隐之焰,盲僧,天启者,探险家,曙光女神,齐天大圣,狂战士,卡牌大师,战争女神,深海泰坦
山隐之焰,酒桶,疾风剑豪,魔蛇之拥,魂锁典狱长,腕豪,虚空遁地兽,发条魔灵,复仇之矛,蒸汽机器人
齐天大圣,不屈之枪,卡牌大师,寒冰射手,河流之王,扭曲树精,盲僧,诡术妖姬,残月之肃,魂锁典狱长
山隐之焰,盲僧,卡牌大师,残月之肃,星界游神,荒漠屠夫,狂野女猎手,暮光星灵,皮城女警,堕落天使
齐天大圣,盲僧,暗黑元首,探险家,弗雷尔卓德之心,青钢影,狂战士,天启者,虚空之女,曙光女神
暗裔剑魔,雷霆咆哮,爆破鬼才,复仇之矛,深海泰坦,离群之刺,爆破鬼才,元素女皇,大发明家,腕豪
山隐之焰,死亡颂唱者,不屈之枪,惩戒之箭,河流之王,荒漠屠夫,影流之镰,正义巨像,探险家,魂锁典狱长
山隐之焰,盲僧,暮光星灵,探险家,星界游神,疾风剑豪,狂野女猎手,荒漠屠夫,残月之肃,瓦洛兰之盾
荒漠屠夫,盲僧,发条魔灵,残月之肃,深海泰坦,山隐之焰,巨魔之王,远古恐惧,寒冰射手,魂锁典狱长
圣锤之毅,法外狂徒,暗黑元首,复仇之矛,魂锁典狱长,荒漠屠夫,时间刺客,腕豪,寒冰射手,曙光女神
铁铠冥魂,法外狂徒,暮光星灵,复仇之矛,牛头酋长,无双剑姬,巨魔之王,发条魔灵,寒冰射手,星界游神
山隐之焰,盲僧,发条魔灵,残月之肃,星界游神,荒漠屠夫,狂战士,暮光星灵,探险家,魔法猫咪
山隐之焰,法外狂徒,暮光星灵,寒冰射手,魂锁典狱长,腕豪,巨魔之王,发条魔灵,探险家,深海泰坦
荒漠屠夫,巨魔之王,沙漠皇帝,残月之肃,魂锁典狱长,齐天大圣,狂战士,天启者,惩戒之箭,曙光女神
天启者,盲僧,堕落天使,探险家,弗雷尔卓德之心,铁铠冥魂,巨魔之王,卡牌大师,残月之肃,深海泰坦
雷霆咆哮,盲僧,暮光星灵,赏金猎人,曙光女神,武器大师,龙血武姬,圣枪游侠,大发明家,不屈之枪
未来守护者,时间刺客,正义巨像,惩戒之箭,不屈之枪,荒漠屠夫,巨魔之王,卡牌大师,探险家,河流之王
齐天大圣,法外狂徒,正义巨像,逆羽,魂锁典狱长,荒漠屠夫,盲僧,魔蛇之拥,寒冰射手,弗雷尔卓德之心
荒漠屠夫,德玛西亚皇子,时间刺客,残月之肃,魂锁典狱长,青钢影,法外狂徒,暗黑元首,探险家,弗雷尔卓德之心
雷霆咆哮,狂野女猎手,符文法师,探险家,不屈之枪,未来守护者,盲僧,万花通灵,复仇之矛,腕豪
雷霆咆哮,狂野女猎手,发条魔灵,虚空之女,不屈之枪,武器大师,巨魔之王,解脱者,寒冰射手,腕豪
荒漠屠夫,狂野女猎手,发条魔灵,探险家,河流之王,山隐之焰,巨魔之王,卡牌大师,虚空之女,幻翎
山隐之焰,永猎双子,暗黑元首,残月之肃,曙光女神,暗裔剑魔,盲僧,暮光星灵,探险家,深海泰坦
齐天大圣,时间刺客,荒漠屠夫,逆羽,深海泰坦,武器大师,德玛西亚皇子,暮光星灵,虚空之女,腕豪
荒漠屠夫,巨魔之王,暗黑元首,探险家,弗雷尔卓德之心,德玛西亚之翼,盲僧,机械公敌,虚空之女,曙光女神
暗裔剑魔,德玛西亚皇子,暗黑元首,残月之肃,深海泰坦,铁铠冥魂,巨魔之王,沙漠皇帝,探险家,天启者
暗裔剑魔,巨魔之王,虚空行者,寒冰射手,魂锁典狱长,荒漠屠夫,蜘蛛女皇,天启者,残月之肃,深海泰坦
雷霆咆哮,解脱者,腕豪,战争女神,魔法猫咪,疾风剑豪,岩雀,荒漠屠夫,惩戒之箭,弗雷尔卓德之心
山隐之焰,法外狂徒,暗黑元首,残月之肃,深海泰坦,雷霆咆哮,狂野女猎手,机械公敌,寒冰射手,魂锁典狱长
狂暴之心,狂战士,暮光星灵,残月之肃,深海泰坦,雷霆咆哮,狂野女猎手,诡术妖姬,复仇之矛,曙光女神
荒漠屠夫,永猎双子,机械公敌,暴走萝莉,魂锁典狱长,山隐之焰,巨魔之王,暗黑元首,寒冰射手,深海泰坦
铁铠冥魂,法外狂徒,卡牌大师,寒冰射手,仙灵女巫,雷霆咆哮,巨魔之王,符文法师,残月之肃,弗雷尔卓德之心
雷霆咆哮,巨魔之王,暮光星灵,复仇之矛,瓦洛兰之盾,荒漠屠夫,法外狂徒,正义巨像,涤魂圣枪,河流之王
齐天大圣,法外狂徒,暗黑元首,寒冰射手,河流之王,熔岩巨兽,巨魔之王,诡术妖姬,复仇之矛,深海泰坦
山隐之焰,法外狂徒,天启者,残月之肃,曙光女神,雷霆咆哮,巨魔之王,发条魔灵,寒冰射手,魂锁典狱长
解脱者,狂战士,发条魔灵,复仇之矛,魂锁典狱长,山隐之焰,虚空遁地兽,卡牌大师,赏金猎人,深海泰坦
迷失之牙,盲僧,卡牌大师,涤魂圣枪,齐天大圣,海兽祭司,巨魔之王,解脱者,赏金猎人,魔法猫咪
武器大师,盲僧,诡术妖姬,惩戒之箭,弗雷尔卓德之心,狂暴之心,巨魔之王,机械公敌,残月之肃,曙光女神
青钢影,德玛西亚皇子,虚空行者,残月之肃,魂锁典狱长,武器大师,巨魔之王,正义巨像,寒冰射手,星界游神
齐天大圣,狂战士,远古恐惧,逆羽,深海泰坦,荒漠屠夫,酒桶,暗裔剑魔,虚空之女,腕豪
亡灵战神,雷霆咆哮,时间刺客,残月之肃,深海泰坦,万花通灵,盲僧,发条魔灵,探险家,魂锁典狱长
正义天使,虚空遁地兽,卡牌大师,寒冰射手,弗雷尔卓德之心,山隐之焰,法外狂徒,天启者,复仇之矛,星界游神
亡灵战神,狂野女猎手,沙漠皇帝,探险家,弗雷尔卓德之心,海洋之灾,法外狂徒,虚空恐惧,残月之肃,众星之子
机械公敌,德玛西亚皇子,暗黑元首,复仇之矛,蒸汽机器人,齐天大圣,巨魔之王,正义巨像,惩戒之箭,魂锁典狱长
青钢影,雷霆咆哮,卡牌大师,虚空之女,魂锁典狱长,齐天大圣,盲僧,魔蛇之拥,寒冰射手,弗雷尔卓德之心
狂暴之心,狂战士,酒桶,探险家,魔法猫咪,未来守护者,巨魔之王,暮光星灵,残月之肃,深海泰坦
解脱者,影流之镰,发条魔灵,惩戒之箭,深海泰坦,山隐之焰,雷霆咆哮,离群之刺,逆羽,幻翎
雷霆咆哮,腕豪,符文法师,寒冰射手,曙光女神,荒漠屠夫,狂战士,天启者,残月之肃,魂锁典狱长
雷霆咆哮,巨魔之王,正义巨像,残月之肃,深海泰坦,齐天大圣,法外狂徒,暗黑元首,探险家,弗雷尔卓德之心
铁铠冥魂,盲僧,发条魔灵,寒冰射手,魂锁典狱长,山隐之焰,雷霆咆哮,解脱者,探险家,曙光女神
齐天大圣,法外狂徒,暮光星灵,虚空之女,深海泰坦,山隐之焰,盲僧,暗黑元首,残月之肃,魂锁典狱长
海洋之灾,法外狂徒,卡牌大师,探险家,曙光女神,铁铠冥魂,雷霆咆哮,暮光星灵,寒冰射手,弗雷尔卓德之心
荒漠屠夫,盲僧,发条魔灵,惩戒之箭,牛头酋长,齐天大圣,巨魔之王,天启者,战争女神,河流之王
铁铠冥魂,雷霆咆哮,机械公敌,探险家,曙光女神,齐天大圣,巨魔之王,虚空行者,虚空之女,腕豪
齐天大圣,时间刺客,腕豪,探险家,弗雷尔卓德之心,刀锋舞者,盲僧,发条魔灵,寒冰射手,魂锁典狱长
铁铠冥魂,德玛西亚皇子,暮光星灵,复仇之矛,魂锁典狱长,荒漠屠夫,雷霆咆哮,诡术妖姬,残月之肃,曙光女神
铁铠冥魂,死亡颂唱者,腕豪,残月之肃,河流之王,雷霆咆哮,巨魔之王,发条魔灵,寒冰射手,魂锁典狱长
海洋之灾,巨魔之王,暗黑元首,戏命师,深海泰坦,狂暴之心,法外狂徒,诡术妖姬,寒冰射手,魂锁典狱长
雷霆咆哮,法外狂徒,沙漠皇帝,寒冰射手,曙光女神,青钢影,狂战士,正义巨像,虚空之女,腕豪
雷霆咆哮,巨魔之王,沙漠皇帝,残月之肃,不屈之枪,青钢影,盲僧,卡牌大师,探险家,腕豪
荒漠屠夫,法外狂徒,冰霜女巫,探险家,星界游神,德玛西亚之翼,狂野女猎手,暗黑元首,寒冰射手,河流之王
荒漠屠夫,巨魔之王,正义巨像,寒冰射手,弗雷尔卓德之心,齐天大圣,虚空遁地兽,暗黑元首,虚空之女,腕豪
无畏战车,巨魔之王,卡牌大师,探险家,星界游神,山隐之焰,永猎双子,发条魔灵,寒冰射手,深海泰坦
铁铠冥魂,法外狂徒,天启者,寒冰射手,曙光女神,山隐之焰,巨魔之王,暮光星灵,戏命师,腕豪
齐天大圣,狂战士,虚空行者,逆羽,深海泰坦,荒漠屠夫,德玛西亚皇子,远古恐惧,虚空之女,腕豪
