t11,t12,t13,t14,t15,t21,t22,t23,t24,t25
齐天大圣,狂野女猎手,刀锋舞者,复仇之矛,瓦洛兰之盾,铁铠冥魂,虚空遁地兽,暗黑元首,残月之肃,深海泰坦
山隐之焰,盲僧,冰霜女巫,惩戒之箭,魂锁典狱长,荒漠屠夫,时间刺客,腕豪,探险家,天启者
荒漠屠夫,不灭狂雷,卡牌大师,残月之肃,星界游神,机械公敌,法外狂徒,腕豪,逆羽,幻翎
解脱者,不灭狂雷,卡牌大师,寒冰射手,弗雷尔卓德之心,山隐之焰,时间刺客,正义巨像,残月之肃,深海泰坦
圣锤之毅,法外狂徒,暮光星灵,残月之肃,星界游神,狂暴之心,狂野女猎手,未来守护者,寒冰射手,天启者
齐天大圣,盲僧,诡术妖姬,残月之肃,魂锁典狱长,未来守护者,巨魔之王,暗黑元首,复仇之矛,蒸汽机器人
青钢影,时间刺客,腕豪,圣枪游侠,魔法猫咪,暗裔剑魔,巨魔之王,暮光星灵,探险家,星界游神
山隐之焰,虚空遁地兽,机械先驱,复仇之矛,腕豪,正义天使,巨魔之王,暮光星灵,寒冰射手,弗雷尔卓德之心
山隐之焰,巨魔之王,解脱者,虚空之女,深海泰坦,正义天使,雷霆咆哮,卡牌大师,残月之肃,星界游神
狂暴之心,狂战士,卡牌大师,寒冰射手,深海泰坦,未来守护者,盲僧,暗黑元首,残月之肃,星界游神
暗裔剑魔,雷霆咆哮,正义巨像,残月之肃,深海泰坦,铁铠冥魂,狂野女猎手,腕豪,寒冰射手,魂锁典狱长
狂暴之心,法外狂徒,卡牌大师,寒冰射手,星界游神,齐天大圣,不灭狂雷,机械公敌,虚空之女,深海泰坦
虚空恐惧,北地之怒,暮光星灵,复仇之矛,深海泰坦,亡灵战神,解脱者,影流之主,残月之肃,星界游神
正义天使,巨魔之王,机械先驱,探险家,曙光女神,铁铠冥魂,盲僧,发条魔灵,残月之肃,仙灵女巫
荒漠屠夫,狂野女猎手,腕豪,探险家,星界游神,山隐之焰,虚空遁地兽,天启者,残月之肃,深海泰坦
天启者,不灭狂雷,沙漠皇帝,寒冰射手,弗雷尔卓德之心,暗裔剑魔,巨魔之王,英勇投弹手,残月之肃,腕豪
不屈之枪,腕豪,正义巨像,残月之肃,星界游神,荒漠屠夫,盲僧,暮光星灵,寒冰射手,河流之王
青钢影,不灭狂雷,正义巨像,虚空之女,深海泰坦,荒漠屠夫,狂战士,暗黑元首,探险家,弗雷尔卓德之心
齐天大圣,法外狂徒,暗黑元首,涤魂圣枪,河流之王,铁铠冥魂,巨魔之王,发条魔灵,寒冰射手,魂锁典狱长
齐天大圣,盲僧,沙漠皇帝,残月之肃,深海泰坦,狂暴之心,腕豪,英勇投弹手,寒冰射手,不屈之枪
山隐之焰,盲僧,暗黑元首,探险家,曙光女神,时光守护者,巨魔之王,暮光星灵,残月之肃,深海泰坦
荒漠屠夫,巨魔之王,卡牌大师,寒冰射手,天启者,山隐之焰,法外狂徒,符文法师,探险家,星界游神
青钢影,狂战士,正义巨像,寒冰射手,天启者,未来守护者,盲僧,暗黑元首,残月之肃,河流之王
离群之刺,法外狂徒,腕豪,寒冰射手,魂锁典狱长,未来守护者,狂野女猎手,不屈之枪,复仇之矛,曙光女神
不灭狂雷,巨魔之王,暗黑元首,虚空之女,星界游神,山隐之焰,腕豪,发条魔灵,探险家,魔法猫咪
荒漠屠夫,巨魔之王,暮光星灵,戏命师,河流之王,狂暴之心,永猎双子,暗黑元首,惩戒之箭,星界游神
荒漠屠夫,法外狂徒,暮光星灵,寒冰射手,河流之王,铁铠冥魂,盲僧,符文法师,残月之肃,曙光女神
暮光之眼,虚空掠夺者,正义巨像,寒冰射手,弗雷尔卓德之心,不灭狂雷,狂野女猎手,不屈之枪,虚空之女,星界游神
诺克萨斯之手,永猎双子,暮光星灵,寒冰射手,深海泰坦,不灭狂雷,德玛西亚皇子,虚空先知,残月之肃,星界游神
山隐之焰,盲僧,暗黑元首,残月之肃,魂锁典狱长,荒漠屠夫,狂野女猎手,时间刺客,探险家,曙光女神
亡灵战神,不灭狂雷,暮光星灵,寒冰射手,深海泰坦,天启者,腕豪,疾风剑豪,深渊巨口,河流之王
迷失之牙,时间刺客,解脱者,残月之肃,魂锁典狱长,不灭狂雷,岩雀,腕豪,惩戒之箭,蒸汽机器人
铁铠冥魂,永恒梦魇,暗黑元首,寒冰射手,魂锁典狱长,山隐之焰,齐天大圣,发条魔灵,探险家,河流之王
不灭狂雷,永猎双子,天启者,探险家,深海泰坦,山隐之焰,法外狂徒,发条魔灵,寒冰射手,弗雷尔卓德之心
猩红收割者,虚空遁地兽,未来守护者,死亡颂唱者,魂锁典狱长,山隐之焰,虚空掠夺者,符文法师,寒冰射手,不屈之枪
不灭狂雷,法外狂徒,沙漠皇帝,惩戒之箭,河流之王,刀锋舞者,狂野女猎手,符文法师,残月之肃,曙光女神
武器大师,狂野女猎手,荒漠屠夫,惩戒之箭,曙光女神,狂暴之心,死亡颂唱者,不屈之枪,复仇之矛,不灭狂雷
荒漠屠夫,岩雀,不屈之枪,残月之肃,深海泰坦,山隐之焰,腕豪,暗黑元首,探险家,曙光女神
齐天大圣,法外狂徒,正义巨像,寒冰射手,曙光女神,铁铠冥魂,盲僧,暮光星灵,戏命师,深海泰坦
迷失之牙,狂野女猎手,天启者,战争女神,星界游神,亡灵战神,法外狂徒,暮光星灵,探险家,魂锁典狱长
青钢影,不灭狂雷,正义巨像,赏金猎人,曙光女神,山隐之焰,巨魔之王,解脱者,寒冰射手,弗雷尔卓德之心
天启者,盲僧,英勇投弹手,圣枪游侠,魔法猫咪,狂暴之心,狂战士,正义巨像,探险家,星界游神
荒漠屠夫,狂野女猎手,正义巨像,惩戒之箭,魂锁典狱长,青钢影,巨魔之王,发条魔灵,探险家,魔法猫咪
铁铠冥魂,狂战士,诡术妖姬,残月之肃,魂锁典狱长,不灭狂雷,盲僧,符文法师,寒冰射手,弗雷尔卓德之心
腕豪,死亡颂唱者,暮光星灵,探险家,魂锁典狱长,迷失之牙,法外狂徒,魔蛇之拥,虚空之女,深海泰坦
铁铠冥魂,不灭狂雷,时间刺客,暗夜猎手,弗雷尔卓德之心,齐天大圣,狂战士,解脱者,虚空之女,腕豪
未来守护者,死亡颂唱者,腕豪,残月之肃,堕落天使,不灭狂雷,永猎双子,正义巨像,惩戒之箭,幻翎
山隐之焰,巨魔之王,发条魔灵,探险家,不屈之枪,正义天使,腕豪,正义巨像,复仇之矛,魂锁典狱长
熔岩巨兽,法外狂徒,诡术妖姬,惩戒之箭,曙光女神,齐天大圣,狂野女猎手,解脱者,寒冰射手,堕落天使
未来守护者,盲僧,发条魔灵,寒冰射手,天启者,山隐之焰,法外狂徒,暮光星灵,探险家,星界游神
青钢影,不灭狂雷,沙漠皇帝,寒冰射手,正义天使,圣锤之毅,狂战士,天启者,残月之肃,瓦洛兰之盾
齐天大圣,不灭狂雷,卡牌大师,戏命师,星界游神,青钢影,法外狂徒,暮光星灵,寒冰射手,深海泰坦
狂暴之心,狂战士,正义巨像,探险家,魔法猫咪,齐天大圣,巨魔之王,暮光星灵,深渊巨口,仙灵女巫
山隐之焰,腕豪,正义巨像,复仇之矛,魂锁典狱长,荒漠屠夫,雷霆咆哮,卡牌大师,寒冰射手,河流之王
青钢影,不灭狂雷,沙漠皇帝,残月之肃,魂锁典狱长,山隐之焰,法外狂徒,深渊巨口,探险家,弗雷尔卓德之心
铁铠冥魂,盲僧,暮光星灵,惩戒之箭,魂锁典狱长,荒漠屠夫,巨魔之王,虚空行者,寒冰射手,河流之王
正义天使,圣锤之毅,暗黑元首,探险家,星界游神,海兽祭司,腕豪,虚空行者,圣枪游侠,魔法猫咪
齐天大圣,永猎双子,卡牌大师,虚空之女,深海泰坦,熔岩巨兽,巨魔之王,正义巨像,戏命师,魂锁典狱长
不灭狂雷,北地之怒,沙漠皇帝,涤魂圣枪,深海泰坦,亡灵战神,盲僧,暗黑元首,寒冰射手,星界游神
狂暴之心,虚空掠夺者,正义巨像,复仇之矛,瓦洛兰之盾,青钢影,巨魔之王,发条魔灵,虚空之女,深海泰坦
祖安狂人,腕豪,沙漠皇帝,赏金猎人,幻翎,亡灵战神,巨魔之王,发条魔灵,寒冰射手,荆棘之兴
青钢影,虚空掠夺者,正义巨像,爆破鬼才,星界游神,齐天大圣,不灭狂雷,天启者,惩戒之箭,魂锁典狱长
不灭狂雷,盲僧,英勇投弹手,残月之肃,魂锁典狱长,迷失之牙,狂战士,天启者,寒冰射手,星界游神
暗裔剑魔,狂野女猎手,解脱者,惩戒之箭,天启者,青钢影,虚空掠夺者,正义巨像,戏命师,蒸汽机器人
荒漠屠夫,蜘蛛女皇,卡牌大师,残月之肃,星界游神,铁铠冥魂,盲僧,暗黑元首,寒冰射手,幻翎
荒漠屠夫,狂野女猎手,圣枪游侠,爆破鬼才,曙光女神,铁铠冥魂,虚空遁地兽,暮光星灵,残月之肃,深海泰坦
荒漠屠夫,盲僧,正义巨像,寒冰射手,曙光女神,腕豪,雷霆咆哮,卡牌大师,戏命师,弗雷尔卓德之心
未来守护者,腕豪,卡牌大师,虚空之女,星界游神,暗裔剑魔,不灭狂雷,暮光星灵,探险家,幻翎
扭曲树精,时间刺客,未来守护者,探险家,星界游神,齐天大圣,解脱者,腕豪,战争女神,曙光女神
狂暴之心,狂战士,诡术妖姬,寒冰射手,天启者,未来守护者,德玛西亚皇子,沙漠皇帝,残月之肃,星界游神
狂暴之心,不灭狂雷,暗黑元首,探险家,河流之王,青钢影,狂野女猎手,卡牌大师,寒冰射手,曙光女神
荒漠屠夫,盲僧,正义巨像,寒冰射手,天启者,齐天大圣,巨魔之王,卡牌大师,探险家,星界游神
暗裔剑魔,腕豪,英勇投弹手,寒冰射手,荆棘之兴,狂暴之心,盲僧,发条魔灵,残月之肃,魂锁典狱长
山隐之焰,狂战士,暗黑元首,戏命师,深海泰坦,青钢影,法外狂徒,正义巨像,寒冰射手,星界游神
未来守护者,狂野女猎手,时间刺客,复仇之矛,瓦洛兰之盾,山隐之焰,狂战士,沙漠皇帝,探险家,魔法猫咪
不灭狂雷,腕豪,沙漠皇帝,圣枪游侠,弗雷尔卓德之心,青钢影,盲僧,正义巨像,暗夜猎手,魂锁典狱长
解脱者,盲僧,暮光星灵,惩戒之箭,魂锁典狱长,山隐之焰,狂战士,英勇投弹手,虚空之女,腕豪
狂暴之心,盲僧,卡牌大师,戏命师,深海泰坦,齐天大圣,法外狂徒,正义巨像,寒冰射手,弗雷尔卓德之心
山隐之焰,法外狂徒,暮光星灵,寒冰射手,深海泰坦,不灭狂雷,盲僧,发条魔灵,残月之肃,魂锁典狱长
山隐之焰,法外狂徒,卡牌大师,探险家,天启者,圣锤之毅,狂野女猎手,暮光星灵,虚空之女,魂锁典狱长
山隐之焰,盲僧,发条魔灵,惩戒之箭,仙灵女巫,荒漠屠夫,狂野女猎手,解脱者,涤魂圣枪,星界游神
山隐之焰,永猎双子,暮光星灵,寒冰射手,曙光女神,机械公敌,盲僧,疾风剑豪,残月之肃,腕豪
狂暴之心,法外狂徒,荒漠屠夫,探险家,深海泰坦,雷霆咆哮,盲僧,诡术妖姬,残月之肃,曙光女神
荒漠屠夫,狂野女猎手,腕豪,残月之肃,深海泰坦,狂暴之心,法外狂徒,诡术妖姬,寒冰射手,星界游神
铁铠冥魂,虚空遁地兽,卡牌大师,探险家,星界游神,海洋之灾,法外狂徒,圣枪游侠,残月之肃,暮光之眼
狂暴之心,盲僧,暗黑元首,皮城女警,天启者,暗裔剑魔,法外狂徒,时间刺客,探险家,幻翎
山隐之焰,法外狂徒,不屈之枪,探险家,曙光女神,荒漠屠夫,盲僧,离群之刺,残月之肃,深海泰坦
荒漠屠夫,狂战士,卡牌大师,惩戒之箭,深海泰坦,山隐之焰,法外狂徒,天启者,寒冰射手,曙光女神
铁铠冥魂,虚空遁地兽,卡牌大师,寒冰射手,星界游神,武器大师,法外狂徒,解脱者,残月之肃,仙灵女巫
铁铠冥魂,盲僧,诡术妖姬,寒冰射手,深海泰坦,山隐之焰,狂野女猎手,刀锋舞者,戏命师,魂锁典狱长
齐天大圣,北地之怒,发条魔灵,残月之肃,魂锁典狱长,熔岩巨兽,龙血武姬,麦林炮手,寒冰射手,不屈之枪
战争之影,狂野女猎手,卡牌大师,探险家,曙光女神,齐天大圣,虚空遁地兽,解脱者,惩戒之箭,魂锁典狱长
青钢影,狂野女猎手,不屈之枪,探险家,曙光女神,暗裔剑魔,法外狂徒,诡术妖姬,复仇之矛,星界游神
狂暴之心,虚空遁地兽,发条魔灵,寒冰射手,魂锁典狱长,荒漠屠夫,死亡颂唱者,圣枪游侠,戏命师,不屈之枪
山隐之焰,法外狂徒,暮光星灵,赏金猎人,深海泰坦,齐天大圣,盲僧,发条魔灵,寒冰射手,腕豪
符文法师,巨魔之王,暗黑元首,寒冰射手,曙光女神,狂暴之心,狂战士,暮光星灵,涤魂圣枪,齐天大圣
不灭狂雷,盲僧,暗黑元首,戏命师,魂锁典狱长,荒漠屠夫,法外狂徒,时间刺客,寒冰射手,星界游神
未来守护者,盲僧,解脱者,深渊巨口,星界游神,荒漠屠夫,狂野女猎手,发条魔灵,探险家,天启者
山隐之焰,永猎双子,天启者,残月之肃,魂锁典狱长,荒漠屠夫,酒桶,麦林炮手,寒冰射手,星界游神
天启者,巨魔之王,暗裔剑魔,探险家,曙光女神,不灭狂雷,永猎双子,正义巨像,残月之肃,星界游神
荒漠屠夫,巨魔之王,沙漠皇帝,复仇之矛,星界游神,不灭狂雷,法外狂徒,天启者,赏金猎人,魂锁典狱长
不灭狂雷,狂战士,卡牌大师,残月之肃,曙光女神,山隐之焰,雪原双子,暮光星灵,探险家,星界游神
青钢影,巨魔之王,卡牌大师,惩戒之箭,深海泰坦,不灭狂雷,永猎双子,正义巨像,寒冰射手,曙光女神
狂暴之心,狂战士,诡术妖姬,复仇之矛,腕豪,不灭狂雷,法外狂徒,解脱者,涤魂圣枪,牛头酋长
齐天大圣,法外狂徒,解脱者,复仇之矛,魂锁典狱长,山隐之焰,腕豪,发条魔灵,涤魂圣枪,弗雷尔卓德之心
山隐之焰,盲僧,铸星龙王,寒冰射手,曙光女神,荒漠屠夫,法外狂徒,暗黑元首,戏命师,星界游神
青钢影,狂野女猎手,不屈之枪,寒冰射手,曙光女神,狂暴之心,巨魔之王,诡术妖姬,残月之肃,魂锁典狱长
荒漠屠夫,巨魔之王,发条魔灵,复仇之矛,深海泰坦,山隐之焰,酒桶,圣枪游侠,寒冰射手,腕豪
圣锤之毅,法外狂徒,正义巨像,残月之肃,曙光女神,猩红收割者,虚空遁地兽,荒漠屠夫,寒冰射手,深海泰坦
狂暴之心,永恒梦魇,暮光星灵,残月之肃,星界游神,猩红收割者,腕豪,诡术妖姬,涤魂圣枪,魂锁典狱长
铁铠冥魂,雷霆咆哮,卡牌大师,探险家,曙光女神,海洋之灾,法外狂徒,暗黑元首,复仇之矛,深海泰坦
不灭狂雷,蜘蛛女皇,元素女皇,残月之肃,深海泰坦,山隐之焰,法外狂徒,英勇投弹手,涤魂圣枪,齐天大圣
亡灵战神,法外狂徒,沙漠皇帝,残月之肃,星界游神,海洋之灾,腕豪,英勇投弹手,探险家,幻翎
荒漠屠夫,狂野女猎手,解脱者,戏命师,曙光女神,山隐之焰,法外狂徒,正义巨像,惩戒之箭,深海泰坦
狂暴之心,巨魔之王,发条魔灵,残月之肃,深海泰坦,荒漠屠夫,不灭狂雷,暗黑元首,寒冰射手,弗雷尔卓德之心
天启者,腕豪,发条魔灵,残月之肃,河流之王,山隐之焰,虚空掠夺者,沙漠皇帝,探险家,深海泰坦
齐天大圣,狂野女猎手,暮光星灵,寒冰射手,星界游神,未来守护者,盲僧,发条魔灵,残月之肃,深海泰坦
不灭狂雷,狂战士,天启者,探险家,河流之王,武器大师,蜘蛛女皇,未来守护者,深渊巨口,不屈之枪
海洋之灾,巨魔之王,暗黑元首,寒冰射手,星界游神,虚空恐惧,狂战士,卡牌大师,涤魂圣枪,河流之王
山隐之焰,狂野女猎手,符文法师,残月之肃,不屈之枪,青钢影,不灭狂雷,未来守护者,深渊巨口,腕豪
山隐之焰,盲僧,沙漠皇帝,探险家,星界游神,解脱者,虚空掠夺者,卡牌大师,瘟疫之源,魔法猫咪
虚空恐惧,法外狂徒,发条魔灵,涤魂圣枪,曙光女神,荒漠屠夫,巨魔之王,暗黑元首,探险家,不屈之枪
荒漠屠夫,狂野女猎手,未来守护者,戏命师,魂锁典狱长,山隐之焰,法外狂徒,正义巨像,惩戒之箭,深海泰坦
荒漠屠夫,不灭狂雷,发条魔灵,残月之肃,曙光女神,无畏战车,法外狂徒,卡牌大师,寒冰射手,深海泰坦
无畏战车,法外狂徒,沙漠皇帝,寒冰射手,弗雷尔卓德之心,海洋之灾,不灭狂雷,暮光星灵,残月之肃,牛头酋长
暗裔剑魔,腕豪,沙漠皇帝,复仇之矛,曙光女神,虚空恐惧,虚空掠夺者,发条魔灵,涤魂圣枪,弗雷尔卓德之心
海洋之灾,狂野女猎手,元素女皇,戏命师,曙光女神,铁铠冥魂,法外狂徒,不屈之枪,惩戒之箭,深海泰坦
荒漠屠夫,腕豪,发条魔灵,寒冰射手,幻翎,狂暴之心,不灭狂雷,暮光星灵,探险家,星界游神
熔岩巨兽,盲僧,卡牌大师,探险家,不屈之枪,齐天大圣,腕豪,解脱者,寒冰射手,天启者
狂暴之心,不灭狂雷,机械先驱,戏命师,魂锁典狱长,解脱者,腕豪,暮光星灵,寒冰射手,星界游神
狂暴之心,不灭狂雷,深渊巨口,寒冰射手,深海泰坦,熔岩巨兽,德玛西亚皇子,发条魔灵,涤魂圣枪,河流之王
山隐之焰,狂野女猎手,腕豪,寒冰射手,不屈之枪,狂暴之心,法外狂徒,万花通灵,残月之肃,魂锁典狱长
齐天大圣,狂战士,暗黑元首,寒冰射手,仙灵女巫,未来守护者,法外狂徒,诡术妖姬,残月之肃,曙光女神
山隐之焰,巨魔之王,英勇投弹手,探险家,弗雷尔卓德之心,荒漠屠夫,不灭狂雷,时间刺客,残月之肃,魂锁典狱长
海洋之灾,法外狂徒,潮汐海灵,残月之肃,曙光女神,山隐之焰,不灭狂雷,暮光星灵,探险家,魂锁典狱长
山隐之焰,狂战士,暮光星灵,寒冰射手,幻翎,暗裔剑魔,狂野女猎手,发条魔灵,复仇之矛,瓦洛兰之盾
铁铠冥魂,盲僧,沙漠皇帝,复仇之矛,星界游神,天启者,腕豪,发条魔灵,涤魂圣枪,弗雷尔卓德之心
山隐之焰,不灭狂雷,雪原双子,探险家,深海泰坦,荒漠屠夫,狂野女猎手,解脱者,寒冰射手,星界游神
不灭狂雷,狂战士,正义巨像,探险家,不屈之枪,荒漠屠夫,蜘蛛女皇,解脱者,惩戒之箭,天启者
解脱者,法外狂徒,诡术妖姬,寒冰射手,魂锁典狱长,狂暴之心,腕豪,冰霜女巫,残月之肃,弗雷尔卓德之心
荒漠屠夫,法外狂徒,正义巨像,残月之肃,魂锁典狱长,海洋之灾,不灭狂雷,天启者,寒冰射手,弗雷尔卓德之心
山隐之焰,巨魔之王,暗黑元首,残月之肃,深海泰坦,解脱者,蜘蛛女皇,腕豪,探险家,星界游神
狂战士,岩雀,卡牌大师,寒冰射手,深海泰坦,雷霆咆哮,巨魔之王,发条魔灵,残月之肃,魂锁典狱长
未来守护者,德邦总管,天启者,复仇之矛,深海泰坦,圣锤之毅,狂野女猎手,离群之刺,暗夜猎手,星界游神
正义天使,虚空遁地兽,卡牌大师,涤魂圣枪,深海泰坦,刀锋舞者,狂战士,天启者,寒冰射手,弗雷尔卓德之心
不灭狂雷,狂野女猎手,未来守护者,复仇之矛,牛头酋长,齐天大圣,时间刺客,不屈之枪,惩戒之箭,深海泰坦
猩红收割者,永猎双子,雷霆咆哮,惩戒之箭,瓦洛兰之盾,迷失之牙,狂野女猎手,发条魔灵,复仇之矛,腕豪
齐天大圣,不灭狂雷,卡牌大师,复仇之矛,魂锁典狱长,山隐之焰,巨魔之王,永恒梦魇,残月之肃,深海泰坦
扭曲树精,狂野女猎手,刀锋舞者,寒冰射手,星界游神,猩红收割者,巨魔之王,诡术妖姬,残月之肃,魂锁典狱长
铁铠冥魂,不灭狂雷,英勇投弹手,残月之肃,瓦洛兰之盾,暗裔剑魔,法外狂徒,正义巨像,戏命师,深海泰坦
未来守护者,狂战士,暮光星灵,惩戒之箭,蒸汽机器人,圣枪游侠,不灭狂雷,暗黑元首,涤魂圣枪,河流之王
不灭狂雷,盲僧,暮光星灵,残月之肃,魂锁典狱长,荒漠屠夫,巨魔之王,机械公敌,探险家,星界游神
未来守护者,不灭狂雷,仙灵女巫,残月之肃,深海泰坦,青钢影,虚空掠夺者,诡术妖姬,寒冰射手,星界游神
荒漠屠夫,狂战士,诡术妖姬,复仇之矛,腕豪,暗裔剑魔,盲僧,暮光星灵,残月之肃,弗雷尔卓德之心
荒漠屠夫,盲僧,暗黑元首,寒冰射手,河流之王,海洋之灾,虚空遁地兽,卡牌大师,涤魂圣枪,深海泰坦
暗裔剑魔,巨魔之王,暗黑元首,戏命师,星界游神,祖安狂人,腕豪,发条魔灵,寒冰射手,深海泰坦
铁铠冥魂,雷霆咆哮,卡牌大师,寒冰射手,天启者,荒漠屠夫,巨魔之王,暮光星灵,残月之肃,弗雷尔卓德之心
诺克萨斯之手,虚空掠夺者,正义巨像,寒冰射手,星界游神,狂暴之心,不灭狂雷,沙漠皇帝,惩戒之箭,曙光女神
祖安狂人,盲僧,魔蛇之拥,涤魂圣枪,星界游神,山隐之焰,法外狂徒,卡牌大师,寒冰射手,天启者
圣锤之毅,盲僧,诡术妖姬,寒冰射手,魂锁典狱长,荒漠屠夫,不灭狂雷,机械公敌,残月之肃,深海泰坦
海洋之灾,狂战士,暗黑元首,深渊巨口,河流之王,荒漠屠夫,巨魔之王,正义巨像,残月之肃,魂锁典狱长
德玛西亚之翼,腕豪,暮光星灵,逆羽,深海泰坦,荒漠屠夫,狂野女猎手,正义巨像,探险家,星界游神
铁铠冥魂,狂野女猎手,未来守护者,复仇之矛,魂锁典狱长,暗裔剑魔,时间刺客,魔蛇之拥,惩戒之箭,深海泰坦
山隐之焰,法外狂徒,邪恶小法师,残月之肃,魂锁典狱长,齐天大圣,永猎双子,魔蛇之拥,寒冰射手,深海泰坦
狂暴之心,不灭狂雷,猩红收割者,残月之肃,魂锁典狱长,刀锋舞者,法外狂徒,正义巨像,探险家,星界游神
荒漠屠夫,法外狂徒,正义巨像,复仇之矛,深海泰坦,天启者,腕豪,沙漠皇帝,寒冰射手,弗雷尔卓德之心
未来守护者,不灭狂雷,卡牌大师,探险家,腕豪,齐天大圣,法外狂徒,解脱者,残月之肃,星界游神
狂暴之心,狂战士,暮光星灵,复仇之矛,弗雷尔卓德之心,解脱者,雷霆咆哮,离群之刺,惩戒之箭,腕豪
青钢影,法外狂徒,卡牌大师,寒冰射手,曙光女神,不灭狂雷,巨魔之王,天启者,涤魂圣枪,腕豪
狂暴之心,法外狂徒,正义巨像,寒冰射手,曙光女神,荒漠屠夫,不灭狂雷,暮光星灵,惩戒之箭,深海泰坦
符文法师,齐天大圣,暮光星灵,残月之肃,深海泰坦,天启者,狂战士,时间刺客,寒冰射手,瓦洛兰之盾
狂暴之心,盲僧,解脱者,残月之肃,魂锁典狱长,山隐之焰,巨魔之王,发条魔灵,寒冰射手,河流之王
青钢影,不灭狂雷,暮光星灵,寒冰射手,不屈之枪,荒漠屠夫,盲僧,天启者,残月之肃,深海泰坦
熔岩巨兽,腕豪,暗黑元首,虚空之女,星界游神,齐天大圣,狂野女猎手,九尾妖狐,探险家,曙光女神
齐天大圣,法外狂徒,堕落天使,寒冰射手,深海泰坦,扭曲树精,狂战士,卡牌大师,残月之肃,魂锁典狱长
荒漠屠夫,巨魔之王,发条魔灵,复仇之矛,深海泰坦,天启者,盲僧,暮光星灵,寒冰射手,魂锁典狱长
荒漠屠夫,腕豪,诡术妖姬,残月之肃,深海泰坦,天启者,巨魔之王,沙漠皇帝,寒冰射手,弗雷尔卓德之心
齐天大圣,法外狂徒,离群之刺,残月之肃,魂锁典狱长,铁铠冥魂,狂野女猎手,腕豪,寒冰射手,深海泰坦
狂暴之心,盲僧,暮光星灵,残月之肃,弗雷尔卓德之心,齐天大圣,不灭狂雷,卡牌大师,寒冰射手,魂锁典狱长
山隐之焰,虚空掠夺者,正义巨像,寒冰射手,深海泰坦,猩红收割者,巨魔之王,爆破鬼才,探险家,星界游神
青钢影,巨魔之王,正义巨像,寒冰射手,深海泰坦,天启者,盲僧,解脱者,探险家,星界游神
山隐之焰,虚空掠夺者,时间刺客,惩戒之箭,弗雷尔卓德之心,荒漠屠夫,解脱者,刀锋之影,残月之肃,曙光女神
亡灵战神,狂野女猎手,诡术妖姬,残月之肃,腕豪,山隐之焰,巨魔之王,发条魔灵,寒冰射手,弗雷尔卓德之心
荒漠屠夫,盲僧,卡牌大师,寒冰射手,魂锁典狱长,德玛西亚之翼,不灭狂雷,正义巨像,探险家,星界游神
山隐之焰,巨魔之王,暗黑元首,残月之肃,深海泰坦,齐天大圣,法外狂徒,天启者,复仇之矛,曙光女神
山隐之焰,盲僧,暮光星灵,寒冰射手,天启者,圣枪游侠,时间刺客,荒漠屠夫,残月之肃,蒸汽机器人
不灭狂雷,时间刺客,不屈之枪,惩戒之箭,曙光女神,狂暴之心,解脱者,腕豪,寒冰射手,深海泰坦
青钢影,法外狂徒,天启者,戏命师,曙光女神,山隐之焰,狂野女猎手,腕豪,寒冰射手,堕落天使
不灭狂雷,机械公敌,离群之刺,残月之肃,深海泰坦,山隐之焰,狂战士,暗黑元首,寒冰射手,魂锁典狱长
